Grid Size ,85,,,,,,,,
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,76,1,2,2,0,152,2,0
0,0,77,0,2,2,0,154,0,0
0,1,76,1,2,2,0,152,2,0
0,1,76,0,2,2,0,152,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,78,0,2,2,0,156,0,0
0,1,78,1,2,2,0,156,2,0
0,1,77,1,2,2,0,154,2,0
0,0,78,0,2,2,0,156,0,0
0,1,77,1,2,2,0,154,2,0
0,1,77,0,2,2,0,154,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,79,0,2,2,0,158,0,0
0,1,79,1,2,2,0,158,2,0
0,1,78,1,2,2,0,156,2,0
0,0,79,0,2,2,0,158,0,0
0,1,78,1,2,2,0,156,2,0
0,1,78,0,2,2,0,156,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,80,0,2,2,0,160,0,0
0,1,80,1,2,2,0,160,2,0
0,1,79,1,2,2,0,158,2,0
0,0,80,0,2,2,0,160,0,0
0,1,79,1,2,2,0,158,2,0
0,1,79,0,2,2,0,158,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,81,0,2,2,0,162,0,0
0,1,81,1,2,2,0,162,2,0
0,1,80,1,2,2,0,160,2,0
0,0,81,0,2,2,0,162,0,0
0,1,80,1,2,2,0,160,2,0
0,1,80,0,2,2,0,160,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,82,0,2,2,0,164,0,0
0,1,82,1,2,2,0,164,2,0
0,1,81,1,2,2,0,162,2,0
0,0,82,0,2,2,0,164,0,0
0,1,81,1,2,2,0,162,2,0
0,1,81,0,2,2,0,162,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,83,0,2,2,0,166,0,0
0,1,83,1,2,2,0,166,2,0
0,1,82,1,2,2,0,164,2,0
0,0,83,0,2,2,0,166,0,0
0,1,82,1,2,2,0,164,2,0
0,1,82,0,2,2,0,164,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,84,0,2,2,0,168,0,0
0,1,84,1,2,2,0,168,2,0
0,1,83,1,2,2,0,166,2,0
0,0,84,0,2,2,0,168,0,0
0,1,83,1,2,2,0,166,2,0
0,1,83,0,2,2,0,166,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,84,1,2,2,0,168,2,0
0,0,0,1,2,2,0,0,2,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,0,2,2,0,0,0,0
0,1,1,0,2,2,0,2,0,0
0,1,1,1,2,2,0,2,2,0
0,1,1,2,2,2,0,2,4,0
0,1,0,2,2,2,0,0,4,0
0,0,1,1,2,2,0,2,2,0
0,1,0,2,2,2,0,0,4,0
0,1,0,1,2,2,0,0,2,0
0,1,0,0,2,2,0,0,0,0
0,1,1,0,2,2,0,2,0,0
0,1,2,0,2,2,0,4,0,0
0,1,2,1,2,2,0,4,2,0
0,1,2,2,2,2,0,4,4,0
0,1,1,2,2,2,0,2,4,0
0,0,2,1,2,2,0,4,2,0
0,1,1,2,2,2,0,2,4,0
0,1,1,1,2,2,0,2,2,0
0,1,1,0,2,2,0,2,0,0
0,1,2,0,2,2,0,4,0,0
0,1,3,0,2,2,0,6,0,0
0,1,3,1,2,2,0,6,2,0
0,1,3,2,2,2,0,6,4,0
0,1,2,2,2,2,0,4,4,0
0,0,3,1,2,2,0,6,2,0
0,1,2,2,2,2,0,4,4,0
0,1,2,1,2,2,0,4,2,0
0,1,2,0,2,2,0,4,0,0
0,1,3,0,2,2,0,6,0,0
0,1,4,0,2,2,0,8,0,0
0,1,4,1,2,2,0,8,2,0
0,1,4,2,2,2,0,8,4,0
0,1,3,2,2,2,0,6,4,0
0,0,4,1,2,2,0,8,2,0
0,1,3,2,2,2,0,6,4,0
0,1,3,1,2,2,0,6,2,0
0,1,3,0,2,2,0,6,0,0
0,1,4,0,2,2,0,8,0,0
0,1,5,0,2,2,0,10,0,0
0,1,5,1,2,2,0,10,2,0
0,1,5,2,2,2,0,10,4,0
0,1,4,2,2,2,0,8,4,0
0,0,5,1,2,2,0,10,2,0
0,1,4,2,2,2,0,8,4,0
0,1,4,1,2,2,0,8,2,0
0,1,4,0,2,2,0,8,0,0
0,1,5,0,2,2,0,10,0,0
0,1,6,0,2,2,0,12,0,0
0,1,6,1,2,2,0,12,2,0
0,1,6,2,2,2,0,12,4,0
0,1,5,2,2,2,0,10,4,0
0,0,6,1,2,2,0,12,2,0
0,1,5,2,2,2,0,10,4,0
0,1,5,1,2,2,0,10,2,0
0,1,5,0,2,2,0,10,0,0
0,1,6,0,2,2,0,12,0,0
0,1,7,0,2,2,0,14,0,0
0,1,7,1,2,2,0,14,2,0
0,1,7,2,2,2,0,14,4,0
0,1,6,2,2,2,0,12,4,0
0,0,7,1,2,2,0,14,2,0
0,1,6,2,2,2,0,12,4,0
0,1,6,1,2,2,0,12,2,0
0,1,6,0,2,2,0,12,0,0
0,1,7,0,2,2,0,14,0,0
0,1,8,0,2,2,0,16,0,0
0,1,8,1,2,2,0,16,2,0
0,1,8,2,2,2,0,16,4,0
0,1,7,2,2,2,0,14,4,0
0,0,8,1,2,2,0,16,2,0
0,1,7,2,2,2,0,14,4,0
0,1,7,1,2,2,0,14,2,0
0,1,7,0,2,2,0,14,0,0
0,1,8,0,2,2,0,16,0,0
0,1,9,0,2,2,0,18,0,0
0,1,9,1,2,2,0,18,2,0
0,1,9,2,2,2,0,18,4,0
0,1,8,2,2,2,0,16,4,0
0,0,9,1,2,2,0,18,2,0
0,1,8,2,2,2,0,16,4,0
0,1,8,1,2,2,0,16,2,0
0,1,8,0,2,2,0,16,0,0
0,1,9,0,2,2,0,18,0,0
0,1,10,0,-1.999992371,2,0,20,0,0
0,1,10,1,-1.999992371,2,0,20,2,0
0,1,10,2,-1.999992371,2,0,20,4,0
0,1,9,2,2,2,0,18,4,0
0,0,10,1,-1.999992371,2,0,20,2,0
0,1,9,2,2,2,0,18,4,0
0,1,9,1,2,2,0,18,2,0
0,1,9,0,2,2,0,18,0,0
0,1,10,0,-1.999992371,2,0,20,0,0
0,1,11,0,2,2,0,22,0,0
0,1,11,1,2,2,0,22,2,0
0,1,11,2,2,2,0,22,4,0
0,1,10,2,-1.999992371,2,0,20,4,0
0,0,11,1,2,2,0,22,2,0
0,1,10,2,-1.999992371,2,0,20,4,0
0,1,10,1,-1.999992371,2,0,20,2,0
0,1,10,0,-1.999992371,2,0,20,0,0
0,1,11,0,2,2,0,22,0,0
0,1,12,0,2,2,0,24,0,0
0,1,12,1,2,2,0,24,2,0
0,1,12,2,2,2,0,24,4,0
0,1,11,2,2,2,0,22,4,0
0,0,12,1,2,2,0,24,2,0
0,1,11,2,2,2,0,22,4,0
0,1,11,1,2,2,0,22,2,0
0,1,11,0,2,2,0,22,0,0
0,1,12,0,2,2,0,24,0,0
0,1,13,0,2,2,0,26,0,0
0,1,13,1,2,2,0,26,2,0
0,1,13,2,2,2,0,26,4,0
0,1,12,2,2,2,0,24,4,0
0,0,13,1,2,2,0,26,2,0
0,1,12,2,2,2,0,24,4,0
0,1,12,1,2,2,0,24,2,0
0,1,12,0,2,2,0,24,0,0
0,1,13,0,2,2,0,26,0,0
0,1,14,0,2,2,0,28,0,0
0,1,14,1,2,2,0,28,2,0
0,1,14,2,2,2,0,28,4,0
0,1,13,2,2,2,0,26,4,0
0,0,14,1,2,2,0,28,2,0
0,1,13,2,2,2,0,26,4,0
0,1,13,1,2,2,0,26,2,0
0,1,13,0,2,2,0,26,0,0
0,1,14,0,2,2,0,28,0,0
0,1,15,0,2,2,0,30,0,0
0,1,15,1,2,2,0,30,2,0
0,1,15,2,2,2,0,30,4,0
0,1,14,2,2,2,0,28,4,0
0,0,15,1,2,2,0,30,2,0
0,1,14,2,2,2,0,28,4,0
0,1,14,1,2,2,0,28,2,0
0,1,14,0,2,2,0,28,0,0
0,1,15,0,2,2,0,30,0,0
0,1,16,0,2,2,0,32,0,0
0,1,16,1,2,2,0,32,2,0
0,1,16,2,2,2,0,32,4,0
0,1,15,2,2,2,0,30,4,0
0,0,16,1,2,2,0,32,2,0
0,1,15,2,2,2,0,30,4,0
0,1,15,1,2,2,0,30,2,0
0,1,15,0,2,2,0,30,0,0
0,1,16,0,2,2,0,32,0,0
0,1,17,0,2,2,0,34,0,0
0,1,17,1,2,2,0,34,2,0
0,1,17,2,2,2,0,34,4,0
0,1,16,2,2,2,0,32,4,0
0,0,17,1,2,2,0,34,2,0
0,1,16,2,2,2,0,32,4,0
0,1,16,1,2,2,0,32,2,0
0,1,16,0,2,2,0,32,0,0
0,1,17,0,2,2,0,34,0,0
0,1,18,0,2,2,0,36,0,0
0,1,18,1,2,2,0,36,2,0
0,1,18,2,2,2,0,36,4,0
0,1,17,2,2,2,0,34,4,0
0,0,18,1,2,2,0,36,2,0
0,1,17,2,2,2,0,34,4,0
0,1,17,1,2,2,0,34,2,0
0,1,17,0,2,2,0,34,0,0
0,1,18,0,2,2,0,36,0,0
0,1,19,0,2,2,0,38,0,0
0,1,19,1,2,2,0,38,2,0
0,1,19,2,2,2,0,38,4,0
0,1,18,2,2,2,0,36,4,0
0,0,19,1,2,2,0,38,2,0
0,1,18,2,2,2,0,36,4,0
0,1,18,1,2,2,0,36,2,0
0,1,18,0,2,2,0,36,0,0
0,1,19,0,2,2,0,38,0,0
0,1,20,0,2,2,0,40,0,0
0,1,20,1,2,2,0,40,2,0
0,1,20,2,2,2,0,40,4,0
0,1,19,2,2,2,0,38,4,0
0,0,20,1,2,2,0,40,2,0
0,1,19,2,2,2,0,38,4,0
0,1,19,1,2,2,0,38,2,0
0,1,19,0,2,2,0,38,0,0
0,1,20,0,2,2,0,40,0,0
0,1,21,0,2,2,0,42,0,0
0,1,21,1,2,2,0,42,2,0
0,1,21,2,2,2,0,42,4,0
0,1,20,2,2,2,0,40,4,0
0,0,21,1,2,2,0,42,2,0
0,1,20,2,2,2,0,40,4,0
0,1,20,1,2,2,0,40,2,0
0,1,20,0,2,2,0,40,0,0
0,1,21,0,2,2,0,42,0,0
0,1,22,0,2,2,0,44,0,0
0,1,22,1,2,2,0,44,2,0
0,1,22,2,2,2,0,44,4,0
0,1,21,2,2,2,0,42,4,0
0,0,22,1,2,2,0,44,2,0
0,1,21,2,2,2,0,42,4,0
0,1,21,1,2,2,0,42,2,0
0,1,21,0,2,2,0,42,0,0
0,1,22,0,2,2,0,44,0,0
0,1,23,0,2,2,0,46,0,0
0,1,23,1,2,2,0,46,2,0
0,1,23,2,2,2,0,46,4,0
0,1,22,2,2,2,0,44,4,0
0,0,23,1,2,2,0,46,2,0
0,1,22,2,2,2,0,44,4,0
0,1,22,1,2,2,0,44,2,0
0,1,22,0,2,2,0,44,0,0
0,1,23,0,2,2,0,46,0,0
0,1,24,0,2,2,0,48,0,0
0,1,24,1,2,2,0,48,2,0
0,1,24,2,2,2,0,48,4,0
0,1,23,2,2,2,0,46,4,0
0,0,24,1,2,2,0,48,2,0
0,1,23,2,2,2,0,46,4,0
0,1,23,1,2,2,0,46,2,0
0,1,23,0,2,2,0,46,0,0
0,1,24,0,2,2,0,48,0,0
0,1,25,0,2,2,0,50,0,0
0,1,25,1,2,2,0,50,2,0
0,1,25,2,2,2,0,50,4,0
0,1,24,2,2,2,0,48,4,0
0,0,25,1,2,2,0,50,2,0
0,1,24,2,2,2,0,48,4,0
0,1,24,1,2,2,0,48,2,0
0,1,24,0,2,2,0,48,0,0
0,1,25,0,2,2,0,50,0,0
0,1,26,0,2,2,0,52,0,0
0,1,26,1,2,2,0,52,2,0
0,1,26,2,2,2,0,52,4,0
0,1,25,2,2,2,0,50,4,0
0,0,26,1,2,2,0,52,2,0
0,1,25,2,2,2,0,50,4,0
0,1,25,1,2,2,0,50,2,0
0,1,25,0,2,2,0,50,0,0
0,1,26,0,2,2,0,52,0,0
0,1,27,0,2,2,0,54,0,0
0,1,27,1,2,2,0,54,2,0
0,1,27,2,2,2,0,54,4,0
0,1,26,2,2,2,0,52,4,0
0,0,27,1,2,2,0,54,2,0
0,1,26,2,2,2,0,52,4,0
0,1,26,1,2,2,0,52,2,0
0,1,26,0,2,2,0,52,0,0
0,1,27,0,2,2,0,54,0,0
0,1,28,0,2,2,0,56,0,0
0,1,28,1,2,2,0,56,2,0
0,1,28,2,2,2,0,56,4,0
0,1,27,2,2,2,0,54,4,0
0,0,28,1,2,2,0,56,2,0
0,1,27,2,2,2,0,54,4,0
0,1,27,1,2,2,0,54,2,0
0,1,27,0,2,2,0,54,0,0
0,1,28,0,2,2,0,56,0,0
0,1,29,0,2,2,0,58,0,0
0,1,29,1,2,2,0,58,2,0
0,1,29,2,2,2,0,58,4,0
0,1,28,2,2,2,0,56,4,0
0,0,29,1,2,2,0,58,2,0
0,1,28,2,2,2,0,56,4,0
0,1,28,1,2,2,0,56,2,0
0,1,28,0,2,2,0,56,0,0
0,1,29,0,2,2,0,58,0,0
0,1,30,0,2,2,0,60,0,0
0,1,30,1,2,2,0,60,2,0
0,1,30,2,2,2,0,60,4,0
0,1,29,2,2,2,0,58,4,0
0,0,30,1,2,2,0,60,2,0
0,1,29,2,2,2,0,58,4,0
0,1,29,1,2,2,0,58,2,0
0,1,29,0,2,2,0,58,0,0
0,1,30,0,2,2,0,60,0,0
0,1,31,0,2,2,0,62,0,0
0,1,31,1,2,2,0,62,2,0
0,1,31,2,2,2,0,62,4,0
0,1,30,2,2,2,0,60,4,0
0,0,31,1,2,2,0,62,2,0
0,1,30,2,2,2,0,60,4,0
0,1,30,1,2,2,0,60,2,0
0,1,30,0,2,2,0,60,0,0
0,1,31,0,2,2,0,62,0,0
0,1,32,0,2,2,0,64,0,0
0,1,32,1,2,2,0,64,2,0
0,1,32,2,2,2,0,64,4,0
0,1,31,2,2,2,0,62,4,0
0,0,32,1,2,2,0,64,2,0
0,1,31,2,2,2,0,62,4,0
0,1,31,1,2,2,0,62,2,0
0,1,31,0,2,2,0,62,0,0
0,1,32,0,2,2,0,64,0,0
0,1,33,0,2,2,0,66,0,0
0,1,33,1,2,2,0,66,2,0
0,1,33,2,2,2,0,66,4,0
0,1,32,2,2,2,0,64,4,0
0,0,33,1,2,2,0,66,2,0
0,1,32,2,2,2,0,64,4,0
0,1,32,1,2,2,0,64,2,0
0,1,32,0,2,2,0,64,0,0
0,1,33,0,2,2,0,66,0,0
0,1,34,0,2,2,0,68,0,0
0,1,34,1,2,2,0,68,2,0
0,1,34,2,2,2,0,68,4,0
0,1,33,2,2,2,0,66,4,0
0,0,34,1,2,2,0,68,2,0
0,1,33,2,2,2,0,66,4,0
0,1,33,1,2,2,0,66,2,0
0,1,33,0,2,2,0,66,0,0
0,1,34,0,2,2,0,68,0,0
0,1,35,0,2,2,0,70,0,0
0,1,35,1,2,2,0,70,2,0
0,1,35,2,2,2,0,70,4,0
0,1,34,2,2,2,0,68,4,0
0,0,35,1,2,2,0,70,2,0
0,1,34,2,2,2,0,68,4,0
0,1,34,1,2,2,0,68,2,0
0,1,34,0,2,2,0,68,0,0
0,1,35,0,2,2,0,70,0,0
0,1,36,0,2,2,0,72,0,0
0,1,36,1,2,2,0,72,2,0
0,1,36,2,2,2,0,72,4,0
0,1,35,2,2,2,0,70,4,0
0,0,36,1,2,2,0,72,2,0
0,1,35,2,2,2,0,70,4,0
0,1,35,1,2,2,0,70,2,0
0,1,35,0,2,2,0,70,0,0
0,1,36,0,2,2,0,72,0,0
0,1,37,0,2,2,0,74,0,0
0,1,37,1,2,2,0,74,2,0
0,1,37,2,2,2,0,74,4,0
0,1,36,2,2,2,0,72,4,0
0,0,37,1,2,2,0,74,2,0
0,1,36,2,2,2,0,72,4,0
0,1,36,1,2,2,0,72,2,0
0,1,36,0,2,2,0,72,0,0
0,1,37,0,2,2,0,74,0,0
0,1,38,0,2,2,0,76,0,0
0,1,38,1,2,2,0,76,2,0
0,1,38,2,2,2,0,76,4,0
0,1,37,2,2,2,0,74,4,0
0,0,38,1,2,2,0,76,2,0
0,1,37,2,2,2,0,74,4,0
0,1,37,1,2,2,0,74,2,0
0,1,37,0,2,2,0,74,0,0
0,1,38,0,2,2,0,76,0,0
0,1,39,0,2,2,0,78,0,0
0,1,39,1,2,2,0,78,2,0
0,1,39,2,2,2,0,78,4,0
0,1,38,2,2,2,0,76,4,0
0,0,39,1,2,2,0,78,2,0
0,1,38,2,2,2,0,76,4,0
0,1,38,1,2,2,0,76,2,0
0,1,38,0,2,2,0,76,0,0
0,1,39,0,2,2,0,78,0,0
0,1,40,0,2,2,0,80,0,0
0,1,40,1,2,2,0,80,2,0
0,1,40,2,2,2,0,80,4,0
0,1,39,2,2,2,0,78,4,0
0,0,40,1,2,2,0,80,2,0
0,1,39,2,2,2,0,78,4,0
0,1,39,1,2,2,0,78,2,0
0,1,39,0,2,2,0,78,0,0
0,1,40,0,2,2,0,80,0,0
0,1,41,0,2,2,0,82,0,0
0,1,41,1,2,2,0,82,2,0
0,1,41,2,2,2,0,82,4,0
0,1,40,2,2,2,0,80,4,0
0,0,41,1,2,2,0,82,2,0
0,1,40,2,2,2,0,80,4,0
0,1,40,1,2,2,0,80,2,0
0,1,40,0,2,2,0,80,0,0
0,1,41,0,2,2,0,82,0,0
0,1,42,0,2,2,0,84,0,0
0,1,42,1,2,2,0,84,2,0
0,1,42,2,2,2,0,84,4,0
0,1,41,2,2,2,0,82,4,0
0,0,42,1,2,2,0,84,2,0
0,1,41,2,2,2,0,82,4,0
0,1,41,1,2,2,0,82,2,0
0,1,41,0,2,2,0,82,0,0
0,1,42,0,2,2,0,84,0,0
0,1,43,0,2,2,0,86,0,0
0,1,43,1,2,2,0,86,2,0
0,1,43,2,2,2,0,86,4,0
0,1,42,2,2,2,0,84,4,0
0,0,43,1,2,2,0,86,2,0
0,1,42,2,2,2,0,84,4,0
0,1,42,1,2,2,0,84,2,0
0,1,42,0,2,2,0,84,0,0
0,1,43,0,2,2,0,86,0,0
0,1,44,0,2,2,0,88,0,0
0,1,44,1,2,2,0,88,2,0
0,1,44,2,2,2,0,88,4,0
0,1,43,2,2,2,0,86,4,0
0,0,44,1,2,2,0,88,2,0
0,1,43,2,2,2,0,86,4,0
0,1,43,1,2,2,0,86,2,0
0,1,43,0,2,2,0,86,0,0
0,1,44,0,2,2,0,88,0,0
0,1,45,0,2,2,0,90,0,0
0,1,45,1,2,2,0,90,2,0
0,1,45,2,2,2,0,90,4,0
0,1,44,2,2,2,0,88,4,0
0,0,45,1,2,2,0,90,2,0
0,1,44,2,2,2,0,88,4,0
0,1,44,1,2,2,0,88,2,0
0,1,44,0,2,2,0,88,0,0
0,1,45,0,2,2,0,90,0,0
0,1,46,0,2,2,0,92,0,0
0,1,46,1,2,2,0,92,2,0
0,1,46,2,2,2,0,92,4,0
0,1,45,2,2,2,0,90,4,0
0,0,46,1,2,2,0,92,2,0
0,1,45,2,2,2,0,90,4,0
0,1,45,1,2,2,0,90,2,0
0,1,45,0,2,2,0,90,0,0
0,1,46,0,2,2,0,92,0,0
0,1,47,0,2,2,0,94,0,0
0,1,47,1,2,2,0,94,2,0
0,1,47,2,2,2,0,94,4,0
0,1,46,2,2,2,0,92,4,0
0,0,47,1,2,2,0,94,2,0
0,1,46,2,2,2,0,92,4,0
0,1,46,1,2,2,0,92,2,0
0,1,46,0,2,2,0,92,0,0
0,1,47,0,2,2,0,94,0,0
0,1,48,0,2,2,0,96,0,0
0,1,48,1,2,2,0,96,2,0
0,1,48,2,2,2,0,96,4,0
0,1,47,2,2,2,0,94,4,0
0,0,48,1,2,2,0,96,2,0
0,1,47,2,2,2,0,94,4,0
0,1,47,1,2,2,0,94,2,0
0,1,47,0,2,2,0,94,0,0
0,1,48,0,2,2,0,96,0,0
0,1,49,0,2,2,0,98,0,0
0,1,49,1,2,2,0,98,2,0
0,1,49,2,2,2,0,98,4,0
0,1,48,2,2,2,0,96,4,0
0,0,49,1,2,2,0,98,2,0
0,1,48,2,2,2,0,96,4,0
0,1,48,1,2,2,0,96,2,0
0,1,48,0,2,2,0,96,0,0
0,1,49,0,2,2,0,98,0,0
0,1,50,0,2,2,0,100,0,0
0,1,50,1,2,2,0,100,2,0
0,1,50,2,2,2,0,100,4,0
0,1,49,2,2,2,0,98,4,0
0,0,50,1,2,2,0,100,2,0
0,1,49,2,2,2,0,98,4,0
0,1,49,1,2,2,0,98,2,0
0,1,49,0,2,2,0,98,0,0
0,1,50,0,2,2,0,100,0,0
0,1,51,0,2,2,0,102,0,0
0,1,51,1,2,2,0,102,2,0
0,1,51,2,2,2,0,102,4,0
0,1,50,2,2,2,0,100,4,0
0,0,51,1,2,2,0,102,2,0
0,1,50,2,2,2,0,100,4,0
0,1,50,1,2,2,0,100,2,0
0,1,50,0,2,2,0,100,0,0
0,1,51,0,2,2,0,102,0,0
0,1,52,0,2,2,0,104,0,0
0,1,52,1,2,2,0,104,2,0
0,1,52,2,2,2,0,104,4,0
0,1,51,2,2,2,0,102,4,0
0,0,52,1,2,2,0,104,2,0
0,1,51,2,2,2,0,102,4,0
0,1,51,1,2,2,0,102,2,0
0,1,51,0,2,2,0,102,0,0
0,1,52,0,2,2,0,104,0,0
0,1,53,0,2,2,0,106,0,0
0,1,53,1,2,2,0,106,2,0
0,1,53,2,2,2,0,106,4,0
0,1,52,2,2,2,0,104,4,0
0,0,53,1,2,2,0,106,2,0
0,1,52,2,2,2,0,104,4,0
0,1,52,1,2,2,0,104,2,0
0,1,52,0,2,2,0,104,0,0
0,1,53,0,2,2,0,106,0,0
0,1,54,0,2,2,0,108,0,0
0,1,54,1,2,2,0,108,2,0
0,1,54,2,2,2,0,108,4,0
0,1,53,2,2,2,0,106,4,0
0,0,54,1,2,2,0,108,2,0
0,1,53,2,2,2,0,106,4,0
0,1,53,1,2,2,0,106,2,0
0,1,53,0,2,2,0,106,0,0
0,1,54,0,2,2,0,108,0,0
0,1,55,0,2,2,0,110,0,0
0,1,55,1,2,2,0,110,2,0
0,1,55,2,2,2,0,110,4,0
0,1,54,2,2,2,0,108,4,0
0,0,55,1,2,2,0,110,2,0
0,1,54,2,2,2,0,108,4,0
0,1,54,1,2,2,0,108,2,0
0,1,54,0,2,2,0,108,0,0
0,1,55,0,2,2,0,110,0,0
0,1,56,0,2,2,0,112,0,0
0,1,56,1,2,2,0,112,2,0
0,1,56,2,2,2,0,112,4,0
0,1,55,2,2,2,0,110,4,0
0,0,56,1,2,2,0,112,2,0
0,1,55,2,2,2,0,110,4,0
0,1,55,1,2,2,0,110,2,0
0,1,55,0,2,2,0,110,0,0
0,1,56,0,2,2,0,112,0,0
0,1,57,0,2,2,0,114,0,0
0,1,57,1,2,2,0,114,2,0
0,1,57,2,2,2,0,114,4,0
0,1,56,2,2,2,0,112,4,0
0,0,57,1,2,2,0,114,2,0
0,1,56,2,2,2,0,112,4,0
0,1,56,1,2,2,0,112,2,0
0,1,56,0,2,2,0,112,0,0
0,1,57,0,2,2,0,114,0,0
0,1,58,0,2,2,0,116,0,0
0,1,58,1,2,2,0,116,2,0
0,1,58,2,2,2,0,116,4,0
0,1,57,2,2,2,0,114,4,0
0,0,58,1,2,2,0,116,2,0
0,1,57,2,2,2,0,114,4,0
0,1,57,1,2,2,0,114,2,0
0,1,57,0,2,2,0,114,0,0
0,1,58,0,2,2,0,116,0,0
0,1,59,0,2,2,0,118,0,0
0,1,59,1,2,2,0,118,2,0
0,1,59,2,2,2,0,118,4,0
0,1,58,2,2,2,0,116,4,0
0,0,59,1,2,2,0,118,2,0
0,1,58,2,2,2,0,116,4,0
0,1,58,1,2,2,0,116,2,0
0,1,58,0,2,2,0,116,0,0
0,1,59,0,2,2,0,118,0,0
0,1,60,0,2,2,0,120,0,0
0,1,60,1,2,2,0,120,2,0
0,1,60,2,2,2,0,120,4,0
0,1,59,2,2,2,0,118,4,0
0,0,60,1,2,2,0,120,2,0
0,1,59,2,2,2,0,118,4,0
0,1,59,1,2,2,0,118,2,0
0,1,59,0,2,2,0,118,0,0
0,1,60,0,2,2,0,120,0,0
0,1,61,0,2,2,0,122,0,0
0,1,61,1,2,2,0,122,2,0
0,1,61,2,2,2,0,122,4,0
0,1,60,2,2,2,0,120,4,0
0,0,61,1,2,2,0,122,2,0
0,1,60,2,2,2,0,120,4,0
0,1,60,1,2,2,0,120,2,0
0,1,60,0,2,2,0,120,0,0
0,1,61,0,2,2,0,122,0,0
0,1,62,0,2,2,0,124,0,0
0,1,62,1,2,2,0,124,2,0
0,1,62,2,2,2,0,124,4,0
0,1,61,2,2,2,0,122,4,0
0,0,62,1,2,2,0,124,2,0
0,1,61,2,2,2,0,122,4,0
0,1,61,1,2,2,0,122,2,0
0,1,61,0,2,2,0,122,0,0
0,1,62,0,2,2,0,124,0,0
0,1,63,0,2,2,0,126,0,0
0,1,63,1,2,2,0,126,2,0
0,1,63,2,2,2,0,126,4,0
0,1,62,2,2,2,0,124,4,0
0,0,63,1,2,2,0,126,2,0
0,1,62,2,2,2,0,124,4,0
0,1,62,1,2,2,0,124,2,0
0,1,62,0,2,2,0,124,0,0
0,1,63,0,2,2,0,126,0,0
0,1,64,0,2,2,0,128,0,0
0,1,64,1,2,2,0,128,2,0
0,1,64,2,2,2,0,128,4,0
0,1,63,2,2,2,0,126,4,0
0,0,64,1,2,2,0,128,2,0
0,1,63,2,2,2,0,126,4,0
0,1,63,1,2,2,0,126,2,0
0,1,63,0,2,2,0,126,0,0
0,1,64,0,2,2,0,128,0,0
0,1,65,0,2,2,0,130,0,0
0,1,65,1,2,2,0,130,2,0
0,1,65,2,2,2,0,130,4,0
0,1,64,2,2,2,0,128,4,0
0,0,65,1,2,2,0,130,2,0
0,1,64,2,2,2,0,128,4,0
0,1,64,1,2,2,0,128,2,0
0,1,64,0,2,2,0,128,0,0
0,1,65,0,2,2,0,130,0,0
0,1,66,0,2,2,0,132,0,0
0,1,66,1,2,2,0,132,2,0
0,1,66,2,2,2,0,132,4,0
0,1,65,2,2,2,0,130,4,0
0,0,66,1,2,2,0,132,2,0
0,1,65,2,2,2,0,130,4,0
0,1,65,1,2,2,0,130,2,0
0,1,65,0,2,2,0,130,0,0
0,1,66,0,2,2,0,132,0,0
0,1,67,0,2,2,0,134,0,0
0,1,67,1,2,2,0,134,2,0
0,1,67,2,2,2,0,134,4,0
0,1,66,2,2,2,0,132,4,0
0,0,67,1,2,2,0,134,2,0
0,1,66,2,2,2,0,132,4,0
0,1,66,1,2,2,0,132,2,0
0,1,66,0,2,2,0,132,0,0
0,1,67,0,2,2,0,134,0,0
0,1,68,0,2,2,0,136,0,0
0,1,68,1,2,2,0,136,2,0
0,1,68,2,2,2,0,136,4,0
0,1,67,2,2,2,0,134,4,0
0,0,68,1,2,2,0,136,2,0
0,1,67,2,2,2,0,134,4,0
0,1,67,1,2,2,0,134,2,0
0,1,67,0,2,2,0,134,0,0
0,1,68,0,2,2,0,136,0,0
0,1,69,0,2,2,0,138,0,0
0,1,69,1,2,2,0,138,2,0
0,1,69,2,2,2,0,138,4,0
0,1,68,2,2,2,0,136,4,0
